,content
917,国际收支均衡的测验题 为什么顺差，资金会由国内流向国外？哪位帮忙解释下。
918,对一句话的理解    “在均衡价格下，供求双方都实现了该价格下能够实现的最大利益”这句话怎么理解？
919,影响债券投资价值的外部因素包括    影响债券投资价值的外部因素包括
920,新的理解   老师好，是否可以还有这么一种理解：比如说出口那个，由图可知供给量>需求量，供过于求，卖不掉。正好有了国际贸易，便可以出口到国外。这是不是另一个原因啊？
921,人民币汇率  老师好，不知道老师又有没有关注人民币汇率形成机制中的“逆周期因子”。每当人民币汇率出现较大波动时，外汇管理局就会重启“逆周期因子”进行人民币汇率的报价进而达到稳定汇率的目的，不过它的具体算法好像找不到。老师有这方面的书籍或文章推荐吗？这个因子作用真这么大？
922,商业银行   试述商业银行的职能与作用? 为什么商业银行成为各国金融机构体系的核心?
923,为什么会产生利息？是因为货币有时间价值吗？同样的100块钱，今天可能会买一袋大米，但是到了明天能否买到
924,内地和香港的经济交易是否也记入国际收支？   老师好，国际收支是否是以国家和地区为单位？比如大陆和台湾地区，内地和港澳这些交易怎么处理？谢谢。
925,年化收益率，一般正常多少   年化收益一般正常上多少，这个波动幅度是否很大。
926,关于第一单元测试的问题    最后一题，金融系统中资金的流动必然伴随着风险转移为什么是错的？每一笔交易发生都可以看作资金从投资方流向融资方，投资方势必要承担融资方对该笔资金任何后续操作所带来的风险啊？
927,居民和非居民 企业是居民还是非居民？
928,单利和复利  单利和复利是不是以组合，在单利的基础上进行复利。例如：银行挂牌年利率为两年计息一次利率为2.20%，是不是可以组合公式进行计息复利
929,贷款支付   贷款支付是什么意思呢？
930,日本的货币层次划分  老师您好，请问日本货币层次划分中的L中的金钱信托以外的金钱信托是指什么
931,收入增加带来需求增加，不是需求量增加 如果是正常商品，收入增加时，你会购买更多的商品。如果你说“需求增加了”，没错，作为普通人，你是正确的。恭喜，你思维非常正常。但是，在经济学理论里，你理解对了，但是表达错了。要知道，是“需求量增加了“，不是“需求增加了”。
932,上大学值吗  最近看一报刊上报道，天津市投资教育的支出是全国第一，北京是私家车消费支出全国第一，上海是投资保险支出全国第一，广州是旅游支出全国第一。是否准确，我们暂且不论。我们用经济学的观点分析一下，为什么家长舍得把大把的钱花在子女教育上？我们简单的介绍经济学说所的成本。经济学所说的成本有两种：一是实际发生的成本，即会计成本；另一个是机会成本。会计成本是厂商在生产过程中按市场价格直接支付的一切费用，这些费用一般均可以通过会计账目反映出来。利用这个原理，我们计算一个大学生上大学四年的会计成本是上大学的学费、书费和生活费，按照现行价格标准，一个普通家庭培养一个大学生的这三项费用之和是4万元。机会成本是某种东西的成本，是为了得到它而放弃的东西。大学生如果不上学，会找份工作，按照现行劳动力价格标准假如也是4万元，也就是说一个大学生上大学四年的机会成本是4万。大学生上大学经济学概念的成本是8万元。这还没算上在未进大学校门前，家长为了让孩子接受最好的教育从小学到中学的择校费用。 上大学成本如此之高，为什么家长还选择让孩子上大学？因为这种选择符合经济学理论中收益最大化原则。我们算一下上大学与不上大学一生的成本与收益。不上大学18岁工作，工作到60岁，共42年，平均每年收入是1万元，共42万元。上大学22岁工作，工作到60岁，共38年，平均收入是2万元，共76万元，减去上大学的经济学成本8万元，剩下68万元。与不上大学收入比较，上大学多得到的收入是26万元。这还没考虑学历高所带来的名誉、地位等其它效应。为什么家长舍得在子女教育上投入，就在情理之中了。 思考： （1）正确区分会计成本与经济成本 。（2）什么是机会成本？ （3）一个有足球天才的青年，如果在高中毕业后去踢足球，每年可收入200万人民币，他上大学的经济成本是多少？
933,银票是代用货币吗？  老师您好，我想问一下，银票属于代用货币吗？那支票和银票是否一样？支票是否属于代用货币？
934,老师，GDP的缩减指数是啥  GDP平减指数是不是GDP的缩减指数啊，做题的时候发现GDP的缩减指数，就蒙了。
935,老师问:汇率的升值和贬值对我国宏观经济运行有什么影响呢？   老师问:汇率的升值和贬值对我国宏观经济运行有什么影响呢？黑衣同学答:我来先说一下汇率的变动对进出口的影响。因为我们都知道，如果一个国家的货币贬值的话，就会提高这个国家的商品或服务在国际贸易中的竞争力。一个国家货币贬值会促进出口，同时会抑制进口，这样就会导致它本国国民收入会有一个上升，相反一个国家的货币升值，就会抑制它的出口，促进进口，这样就会对它的国家的国民经济有一定抑制作用。那么，老师，其实在这里我一直有一个问题，照这样来说的话，是不是我们可以理解为一个国家的货币它贬值程度越大越好呢？老师:啊，你说的是对的……（后面不写了）我是这样理解的:汇率变动对我国宏观经济有影响。本币贬值促进出口，抑制进口。升值则相反。
936,简述复式记账的定义。 简述复式记账的定义。
937,投资理财中的金融资产的目的  (一)替代现金 基于有价证券良好的市场流动性，有些企业以有价证券来作为现金的补充或替代物。企业在现金流入超过流入时，可进行金融资产投资；在现金流出超过流入时，再售出金融资产获取现金，满足经营需要。(二)临时性投资企业生产经营中现金流出与流入在时间上的差异，使企业有必要进行金融资产投资，以提高资金利用效益。例如企业发行股票或债券后将在短时间内筹集到大量的现金，但这些资金通常并不是一次性用完，而是逐步、分次使用。这样，就可以把暂时闲置的资金投资于金融资产以获取一定收益，而当企业进行投资需要资金时，再卖出金融资产获取现金；又如从事季节性生产的企业在一年内的某些月份现金溢余，在其余月份又会出现现金短缺，这些企业就会在现金溢余时购入金融资产，而在现金短缺时出售金融资产。(三)战略性投资除上述两项目的之外，企业也可能基于战略考虑而进行金融资产投资。如一家汽车企业，可能为了获得稳定的材料供应而购买钢铁企业的股票；也可能购买汽车经销商发行的债券，借以向相关企业提供财务支援。
938,利率平价测验题    老师，请问这道题错在哪里了呢？我的理解是：利率与汇率的关系是：利率高的国家货币在远期外汇市场上贴水，利率低的国家货币在远期外汇市场上升水。这一国已经面临货币升值的压力了，那它应该保持较高的利率水平来让货币在远期外汇市场上贴水（贬值），来解决升值的压力。为什么不对呢？
939,那么辩证的来看，是不是可以说经济抑制金融的不良影响与副作用呢?我认为金融风险的存在以及不合理的金融发展会令经济增长受阻，经济的受阻会使人们进一步完善金融体系，阻止金融带来进一步的消极影响。
940,投资需求曲线斜率   I=Ia-er，那斜率难道不是-e？为什么是-1/e？
941,规模报酬递增与边际报酬    在测试题中有一个题目是这样的：规模报酬递增与边际报酬递减可以同时出现。对于这个问题我不是很理解，希望老师能够给予讲解。
942,量子对冲基金的创始人是谁？
943,稀缺性为什么会促进社会进步？ 如题。
944,第五章讨论题2    什么是通货膨胀？按照相关的西方宏观经济理论说明，在通货膨胀时期，政府应采取怎样的财政政策和货币政策？并结合我国当前的实际谈谈你对这一问题的认识。
945,资产类科目主要可分为哪几类？ 资产类科目主要可分为哪几类？
946,案例讨论1  很多人都看过这样一则报道：台湾女孩曾琬铃和她的美国老公Jeremy出生于普通家庭，过去他们和大多数人一样：认真读完大学，找一份工作，有多余的钱就 存起来，等待每年的年假，然后再回到工作岗位，继续奋斗……。2012年10 月曾琬铃和Jeremy达到了财务自由的目标，他们提前退休，成为了行走天地宽的自在背包客。可是，他们依靠什么来生活呢？一对平凡的夫妇是如何实现财务自由的？在这里，我们不做详细介绍，有兴趣的朋友可以去网上了解一下他们的故事。我们能成为Jeremy吗？我们离Jeremy 有多远？那么，我们也能成为Jeremy 吗？是的，我们也可以。即使你一个月只挣5000 元，只要认真存钱，45 岁时也能够实现财务自由。不信？跟着我们算一算。小林和小芳是一对生活在中国的夫妇，今年25 岁，现在他们每个月的家庭收入是1 万元，一年挣12 万元。小林和小芳也想在45 岁提前退休，前提是他们得存下一笔钱帮助他们实现财务自由。对他们来说，有两个挺有利的条件：一是他们还年轻，收入增长的潜力很大，我们假设前10年他们的收入增长快一些，年均增长10%，后10 年收入增长速度稍微慢一些，年均增长7%。二是他们挺会过日子的，虽然不像Jeremy 那样一个月能存70%的收入，他们每个月存下一半收入的问题并不大。再做一个假设，他们每年存下来的钱都投在低风险的稳健理财产品中，年化收益率稳定在5%，这一点即使对于毫无投资经验的人来说也是非常容易实现的。那么，在小林和小芳45 岁的时候，就能够存到444.6 万元。到那时，就算不工作，靠着这笔钱，他们每年也能赚到22万元的投资收益，轻轻松松实现财务自由！你怎么看？问题:什么是财务自由？如何理解财务自由？它与财产性收入有什么关系？如何实现财务自由？考核点:财务自由、财产性收入
947,老师，产权制度指的是什么呢？
948,请问老师这两道题该怎样理解  第一道题赤字意味着资金的净流入吗?第二道题资金流量表中政府是资金盈余部门，为什么在题目中政府部门通常会是赤字部门?
949,老师，关于金融跟经济的区别  金融指定是资源的整合再分配的等效流通过程吧，按照现有的金融体系，还是金本位制。那么老师你能不能讲一下和经济的区别吗？
950,国际收支平衡表内容  资本与金融账户差额包括储备资产差额吗？如果包括的话那“国际收支总差额+储备资产变化=0"还成立？
951,衍生产品的份额饼状图 老师好，衍生产品的份额饼状图是全球的数据还是咱们国家的数据？从哪里可以找到最新数据呢？
952,这个为什么是错误的。 生产可能性边界的概念是有局限性的，因为它只能分析两种商品的情形生产可能性边界怎么解决最有效的效率问题？
953,国内生产总值和国民总收入相差的那部分是什么？ 国内生产总值和国民总收入相差的那部分是什么？
954,若有一道简答题：货币的职能有哪些？  回答1：价值尺度，流通手段，支付手段，贮藏手段，世界货币。回答2：交易手段媒介，贮藏手段，价值标准，延期支付标准.请问哪个回答更好呢
955,两个疑问   老师好，我不太明白为什么想要生产100辆汽车，所需的电脑越来越多，资源有不同的适配性我可以理解，但是不太太明白这个。还有来是说的这个边际转换率的条件需要在既定的点变是什么意思呀？
956,购买力平价  相对购买力平价公式的delta是指汇率两者之间的差额还是汇率的变化率呢？
957,我国进出口合同中的仲裁条款包括的内容。    我国进出口合同中的仲裁条款包括哪些内容？其中，对于仲裁地点有哪几种订法？实际业务中，通常应首先争取采用哪一种订法？
958,利润不是政府投资所考虑的目标 政府投资的目的不是社会福利最大化吗？
959,请问老师:货币的职能有哪几个方面？  我看书上是分为1.交换媒介职能:(1)计价标准(2)交换手段(3)支付手段 2.资产职能，就是一共有两个职能，在视频课中看到老师讲有三个职能 1.计价标准 2.交易媒介(1)支付手段(2)交换手段 3.资产职能，到底货币职能是分几个方面呢，其中计价标准到底属不属于交换媒介里的呢？
960,新中国采用计划经济体制，是否说明该体制有助于解决稀缺性？   如题。
961,看不懂第一题啊老师  您不是说资源稀缺性特点中的相对性就是指：既定的资源相对于人类无穷无尽的欲望 吗？
962,二手车交易市场    老师您好，二手车交易市场是不是也是一个信息不对称导致逆向选择的例子？
963,货币金融学与金融学  在金融机构的体系构成中，金融学分为存款性公司（银行类金融公司）和其他金融公司（非银行类金融公司）；存款性公司又分为中央银行和其他存款性公司，其他金融性公司分为投资类，保险类，非投非保类。和老师上课叙述的还是有点差别，同学们统一哪个口径呢?
964,考虑通胀的利率    老师，有一问题仍然不明晰。比如利率10%，通胀3%，以10000元投资5年，最后利息多少？
965,模型为什么也可以用曲线来表达？
966,第一题    稀缺性的相对性是既定的资源，选项c中写到的的是有限的资源
967,需求曲线的区别    垄断竞争厂商需求曲线与其他三个竞争的区别
968,准备金和基础货币的算法    老师，想问一下这道题，假设一个经济中流通中现金10亿元，银行的库存现金2亿元，准备金率10%，银行的存款200亿元，该经济中的准备金存款和基础货币分别是（      ）
969,通货膨胀产生的原因  老师，能否请您举例解释一下：1.什么情况下会产生货币超发？2.币值下降怎么理解？为何币值会下降，怎样才算币值下降呢？它和通过膨胀的关系是什么？请您帮我疏通这个逻辑！3.经济，产业结构不合理，这一条怎么理解呢？怎样算不合理，不合理会产生什么反应？怎样导致的通货膨胀？
970,不动产    那些属于不动产?
971,"投资种类   您好，请问可不可以这样理解:直接投资=实物投资,间接投资=金融资产投资"
972,这节课讲了什么是经济学？经济学的作用和分类。经济学就是资源的配置利用，它有相对的稀缺性，能够帮助我们很好的做决策，更好的理解世界。
973,垄断厂商的供给决策 随堂测验 垄断厂商的需求曲线为Q=D(P)=100-2P;成本函数为C(Q)=2Q;则它的利润最大化价格是（   ）这个怎么算出来26的
974,中央银行   中央银行逆回购到期时会向市场回收还是投放流动性呢？
975,对产量进行补贴，为什么对粮农也有收益呢？        对产量进行补贴，会促使粮农加大对粮食的生产，这会导致粮食供给的增加，从而出现“谷贱伤农”的情况发生，粮农受益的前提是国家确定粮食的最低收购价，而题中并未提及此项，还望老师解答困惑。
976,吉芬商品   老师，吉芬商品不是价格下降，人们买的更少，收入上升，人们也买的更少么
977,"关于超市价格歧视的问题    价格歧视的必要条件之一是没有能力去套利,但是超市的苹果在不同时间买不同的价格，可以可以套利的啊？感觉很矛盾"
978,稀缺是因为我们欲望无限吗？  如果稀缺是因为我们欲望无限，为什么我们又不需要克制自己的欲望？请老师答疑，谢谢老师。
979,完全无弹性  是不是完全无弹性就是说需求与价格无关
980,什么是中性包装？在国际贸易中有哪些使用的例子？
981,高考结束后对金融的疑惑    在网上看如果数学不好还是最好不要学金融，可是我自己对经济理论比较感兴趣，学习政治的时候也觉得还可以，该怎么办呢
982,如何判断是否为成长型基金
983,卖冰箱与“断舍离”  房屋的空间是有限和昂贵的，废旧的电器只会浪费空间。日本的山下英子提出了“断舍离”的家居理念，其本质和陈蕃的“一屋不扫，何以扫天下”类似，都是通过改变居住环境来改变心情，通过实践断舍离，人们将清空环境，清空杂念，过简单清爽的生活，享受自由舒适的人生。
984,房地产市场  老师上课讲道，房地产市场也属于虚拟经济，为什么呢，房地产市场不应该是实体经济吗
985,套期保值的原理？   测试题的答案是期货价格与现货价格的收敛，为什么不是因为期货市场价格与现货市场价格变动的一致性？
986,通货膨胀   如何理解对于变动阶层而言，可以从通货膨胀中受益?
987,请简述沉没成本在理财中的应用。    请简述沉没成本在理财中的应用。
988,PPT 政府财政收支 财政收支当中选择的支付工具怎样影响货币结构呢？
989,比较时间性差异和暂时性差异  想问一下老师和同学们，时间性差异和暂时性差异的关系，时间性差异一定是暂时性差异，还是暂时性差异一定是时间性差异呢？还是有其他的关系?
990,内部收益率只是一个理论上的投资收益参考值吗？ 在计算内部收益率时，公式写的是债权到期卖出价格的贴现值+期间利息总额的贴现值＝当初购买价格。但我们投资债券都是为了能获得比购买价格高的价值，如果我们投资债券获得的收益贴现后价值等于购买价格，那我们岂不是不赚不赔，白白付出？所以，这个内部收益率的计算，它的应用意义是什么？
991,大额可转让存单的计算 请问老师，转让价格需要减去持有期的利息收益吗
992,简述邮票的投资四不宜。    无人问津的冷票不宜进 ，超量发行的邮票不宜进 ，邮市大热的时候，热门的小型张和其他邮票不宜进 ，错体邮票不宜进
993,各种投资的占比及利益分配   老师您好:请问投资人发起的投资利益上是如何分配及保障的。谢谢!
994,收益率    年均收益与年化收益是一样吗？
995,第七题    老师，期末交易性金融资产公允价值提高为什么要做纳税调减呢
996,请教老师   spread 指的是两国国债收益率之差，为什么利差扩大意味着某国的借贷成本上升？
997,"货币发行问题 老师,请问货币发行后是怎么进入市场的呢?以政府为例,政府发行完货币以后是给负债方吗?"
998,讨论题6-5  如何理解信用卡是一种信用筹码，使得发卡银行、商家、持卡人三方都将受益。
999,CIF合同项下，卖方在运的环节对应哪些义务？
1000,征税后价格  想请问一下老师征税后的产品价格是什么
1001,零钱通这种互联网金融工具属于M2货币层次吗
1002,请问第四题怎么分析呢 判断题：需求收入弹性的大小在曲线上表现为需求曲线移动的距离：弹性越大，移动距离越大；弹性越小，移动距离越小
1003,请问老师   货币供给的主要特点中有非金融机构对货币供给也有重要影响这个特点吗？
1004,中央银行无资本金的坏处是什么 现在依旧有央行没有资本金，似乎并没有影响国家货币发行与金融调节的状况发生，并且央行本身也被剥离了商业银行的业务，在信用货币的时代为什么还需要资本金？韩国央行没有资本金，是不是导致亚洲金融危机爆发时候韩国民众捐献金首饰的原因所在？
1005,本期确认的递延所得税资产不一定影响本期所得税费用？  本期确认的递延所得税资产不一定影响本期所得税费用？老师可以举个例子说明一下吗？
1006,针对社会最根本的问题其实就是资源稀缺的问题的疑问   资源稀缺应该是相对的吧，而不应该是笼统一言吧，有些人不需要苹果手机，一个老年机就可以了呢？？所以我认为资源稀缺是相对的，有些人不需要某些事物，而有些人的欲望比较强烈，要更多的，这个应该是相对稀缺吧。
1007,希望老师解答！    提问，关于低档商品，收入效应与价格呈反方向变化.这句话为什么是错的？
1008,讨论题3-1 从长期来看，股票投资更安全了？还是风险更大了？
1009,请问老师   什么情况下用实际利率与名义利率的精确公式，什么情况下用简单公式呢
1010,请教这题的答案及分析 以下说法不正确的是（）。A.企业信用的扩张或收缩间接影响货币信用总量，而企业的资产组合与理财活动对金融资产结构和货币结构有决定性影响。B.企业的财务活动对宏观金融总量和结构有决定性影响。企业的贷款需求是货币创造的前提条件。C.企业的进出口和海外投融资对国际收支影响巨大。D.企业对宏观金融调控的反应也是货币政策能否见效的重要影响因素。
1011,关于布雷顿森林体系  布雷顿森林体系实行固定汇率制，各国货币兑换美元的汇率只能在平价上下1%幅度内浮动，各国政府有义务在外汇市场上进行干预，以维持外汇行市的稳定。国际收支不平衡则采用多种方式调节。这个货币体系实际上是美元—黄金本位制，也是一个变相的国际金汇兑本位制。我查阅资料后看到牙买加体系的描述中也有“黄金仍是最后的清偿手段”，而且布雷顿是变相的国际金汇兑本位制，那为什么黄金不是最后的国际清偿手段呢？美元才是最后的国际清偿手段吗？书上的描述是“围绕平价上下波动”，是因为“1971年12月，这种即期汇率变动的幅度扩大为上下2.25%的范围，决定"平价"的标准由黄金改为特别提款权。”这个原因吗？
1012,关于时间成本 1、土地使用例子中没有时间成本，是否是因为只考虑了租用土地这一瞬间行为？如果改成使用土地一年就有租用者的时间成本算在里面了？2、时间成本如何折算成金钱价值？是指某人当下所能找到的工作的最高时薪这样吗？
1013,机会成本现在价值与过去价值的关系   对于现在机会成本高于既定成本能够理解，但是既定成本高于机会成本现在价值这方面想不明白。买煤炭花了160万，现在只值100万，多花的60万难道不能算是成本吗？这个又该怎么计算在成本里面呢？求解答，感谢
1014,替代效应并不改变效用水平   如果是同一个无差异线上的移动，是不是就是替代效应？
1015,什么是对冲基金    采用对冲交易手段的基金称为对冲基金(hedge fund)，也称避险基金或套期保值基金。是指金融期货和金融期权等金融衍生工具与金融工具结合后以营利为目的的金融基金。它是投资基金的一种形式，意为“风险对冲过的基金”。对冲基金采用各种交易手段进行对冲、换位、套头、套期来赚取巨额利润。这些概念已经超出了传统的防止风险、保障收益操作范畴。加之发起和设立对冲基金的法律门槛远低于互惠基金，使之风险进一步加大。
1016,谁能帮我解答一下这道题，图片出不上来 关于绝对优势、比较优势与机会成本的关系，如下哪个说法是错的：A.如果一个生产者在生产某种产品时支出的机会成本比另外一个生产者低，他就在该产品生产上具有比较优势。B.如果一个生产者在生产某种产品时支出的机会成本比另外一个生产者低，他在该产品生产上也可能具有绝对优势。C.如果一个生产者在生产某种产品时支出的机会成本比另外一个生产者低，他在该产品生产上也仍然有可能不具备绝对优势。D.如果一个生产者在生产某种产品X时支出的机会成本比另外一个产品Y低，他就在产品X生产上具有比较优势。比较优势不是不是自己和自己比吗，A为什么对，D为什么错
1017,消费者在进行消费选择时必须考虑哪两个方面？  为什么是约束和价格，而没有收入
1018,余额宝    请问余额宝算是哪个货币层次哇
1019,生产汽车的机会成本  生产汽车的机会成本在课中所说的是生产拖拉机所能获得的13亿元，但我不理解为什么这一情况属于在竞争条件下的，这不应该属于放弃掉的机会吗。
1020,疑问 1 在生产谷物和牛肉时，如果出现如下情形，那么生产者贝塔在生产谷物时是具有比较优势的：A.阿尔法和贝塔各生产1吨谷物时分别耗资1000元和1200元，各生产1吨牛肉时分别耗资10000元和13000元。B.阿尔法和贝塔各生产1吨谷物时分别耗资1000元和1200元，各生产1吨牛肉时分别耗资10000元和11000元。C.阿尔法和贝塔各生产1吨谷物时分别耗资1000元和1200元，各生产1吨牛肉时分别耗资10000元和9000元。D.阿尔法和贝塔各生产1吨谷物时分别耗资1200元和1000元，各生产1吨牛肉时分别耗资13000元和10000元。老师请问这道题为什么选A而不是D
1021,第四讲讨论      1 AD-AS模型是联系产品市场、货币市场、要素市场分析宏观经济一般均衡的条件，并解释短期经济波动的模型，所以又被称为一般的收入决定模型。本章首先说明了总需求的构成与含义，解释了总需求曲线为什么向右下方倾斜，并举例说明了引起总需求曲线移动的因素；其后，以生产函数为基础，引入劳动市场，分析了总供给与价格水平的关系。特别值得注意的是，无论是古典学派还是凯恩斯学派，关于总需求的特征争议不大。但是在关于总供给的特征方面则有很大的差别。古典经济学假设劳动市场是竞争的，工资弹性，从而推导出了不随价格改变而改变的长期总供给曲线；基本凯恩斯或者一般凯恩斯主义经济学以名义工资刚性人们有货币幻觉为假设，推导出了向右上方倾斜的总供给曲线即短期总供给曲线；极端凯恩斯主义者假设经济中劳动的边际产出是常数，经济中在保证实际工资等于劳动的边际产出的价格水平下，有弹性无穷大的总供给曲线；同时，我们举例说明了导致总供给曲线移动的因素。最后，将总需求与总供给结合起来，构建了AD-AS模型，解释了经济中均衡收入与均衡价格水平的决定。2 如果我们联系当前中国经济运行的实际情况，我们发现一个重要的事实：通过运用宏观财政政策与宏观货币政策，通过改善家庭预期与企业预期，通过积极推进一带一路“，无疑可以改善经济的总需求。3 同时我们也会发现，通过减税、通过激励技术进步，通过提高供给效率，无疑可以改善经济的总供给。4 关于增加总需求方面，同学们有一些什么新的思路？关于如何改善总供给，同学们有一些什么思路？对总需求管理与总供给管理，同学们更倾向于什么样的政策工具的运用？
1022,请问为啥需求公式中其他商品价格上升的话，需求增大啊
1023,比特币是不是货币呢？ 近几年比特币的交易大起大落，中国是世界上最大的比特币交易市场，那么请大家想一想，比特币到底是不是货币呢？提示：可以从货币的职能来判断
1024,中国资本市场的乐视现象    在资本市场融资发财，成了最快的发财路。大量融资是为了退出，不是为了发展，给资本市场留下一片荒芜。
1025,金融周期和经济周期  金融周期如何影响经济周期波动？
1026,企业合并的会计处理　1、企业合并的会计处理方法有哪几种？我国是如何应用的？2、同控制下的企业合并与非同一控制下的企业合并的会计处理的不同点主要有哪些？
1027,企业扶贫捐赠所得税税前扣除政策宣传问答    ·       日前，财政部、税务总局、国务院扶贫办联合发布了《关于企业扶贫捐赠所得税税前扣除政策的公告》(财政部 税务总局 国务院扶贫办公告2019年第49号，以下简称《公告》)，明确了落实企业扶贫捐赠所得税税前扣除政策有关问题。税务总局据此起草了政策宣传问答：一、企业在2019年度同时发生扶贫捐赠和其他公益性捐赠，如何进行税前扣除处理？企业所得税法规定，企业发生的公益性捐赠支出准予按年度利润总额的12%在税前扣除，超过部分准予结转以后三年内扣除。《公告》明确企业发生的符合条件的扶贫捐赠支出准予据实扣除。企业同时发生扶贫捐赠支出和其他公益性捐赠支出时，符合条件的扶贫捐赠支出不计算在公益性捐赠支出的年度扣除限额内。如，企业2019年度的利润总额为100万元，当年度发生符合条件的扶贫方面的公益性捐赠15万元，发生符合条件的教育方面的公益性捐赠12万元。则2019年度该企业的公益性捐赠支出税前扣除限额为12万元（100×12%），教育捐赠支出12万元在扣除限额内，可以全额扣除；扶贫捐赠无须考虑税前扣除限额，准予全额税前据实扣除。2019年度，该企业的公益性捐赠支出共计27万元，均可在税前全额扣除。二、企业通过哪些途径进行扶贫捐赠可以据实扣除？考虑到扶贫捐赠的公益性捐赠性质，为与企业所得税法有关公益性捐赠税前扣除的规定相衔接，《公告》明确，企业通过公益性社会组织或者县级（含县级）以上人民政府及其组成部门和直属机构，用于目标脱贫地区的扶贫捐赠支出，准予据实扣除。三、企业月（季）度预缴申报时能否享受扶贫捐赠支出税前据实扣除政策？企业所得税法及其实施条例规定，企业分月或分季预缴企业所得税时，原则上应当按照月度或者季度的实际利润额预缴。企业在计算会计利润时，按照会计核算相关规定，扶贫捐赠支出已经全额列支，企业按实际会计利润进行企业所得税预缴申报，扶贫捐赠支出在税收上也实现了全额据实扣除。因此，企业月（季）度预缴申报时就能享受到扶贫捐赠支出所得税前据实扣除政策。四、2019年以前企业发生的尚未扣除的扶贫捐赠支出能否适用税前据实扣除政策？早在2015年11月底，党中央、国务院就做出了打赢脱贫攻坚战的决策部署，提出广泛动员全社会力量，合力推进脱贫攻坚。因此，《公告》明确，企业在2015年1月1日至2018年12月31日期间，发生的尚未扣除的符合条件的扶贫捐赠支出，也可执行所得税前据实扣除政策。五、企业在2019年以前发生的尚未扣除的扶贫捐赠支出如何享受税前据实扣除政策？虽然《公告》规定企业的扶贫捐赠支出所得税前据实扣除政策自2019年施行，但考虑到《公告》出台于2019年4月2日，正处于2018年度的汇算清缴期。为让企业尽快享受到政策红利，同时减轻企业申报填写负担，对企业在2015年1月1日至2018年12月31日期间，发生的尚未全额扣除的符合条件的扶贫捐赠支出，可在2018年度汇算清缴时，通过填写年度申报表的《纳税调整项目明细表》（A105000）“六、其他”行次第4列“调减金额”，实现全额扣除。六、企业进行扶贫捐赠后在取得捐赠票据方面应注意什么？根据《公益事业捐赠票据使用管理暂行办法》（财综〔2010〕112号）规定，各级人民政府及其部门、公益性事业单位、公益性社会团体及其他公益性组织，依法接受并用于公益性事业的捐赠财物时，应当向提供捐赠的法人和其他组织开具凭证。企业发生对“目标脱贫地区”的捐赠支出时，应及时要求开具方在公益事业捐赠票据中注明目标脱贫地区的具体名称，并妥善保管该票据。链接：《财政部 税务总局 国务院扶贫办关于企业扶贫捐赠所得税税前扣除政策的公告》（财政部 税务总局 国务院扶贫办公告2019年第49号）
1028,微信钱包里的钱是货币吗？   微信钱包里的钱是电子货币。电子货币是法币的电子化，是用一定金额的现金或存款从发行电子货币者处兑换并获得代表相同金额的数据，包括我们常见的银行卡、网银、电子现金等，还有近年来发展起来的第三方支付，如支付宝等。这些电子货币无论其形态如何、通过哪些机构流通，其最初的源头都是中央银行发行的法币。
1029,将需求曲线中的价格作为纵轴的理论依据是什么呢？    老师在视频中只是提到了马歇尔，能具体解释下么
1030,商品提高税率后，价格是否会上涨 老师您好:某商品持有环节需要支付持有税，那么，再出售时该商品的售价是否会上涨？有没有特例，税赋增加而售价下降或持平的？谢谢！
1031,通货膨胀危机效应表现 以下不属于通货膨胀危机效应表现的是（     ）。A.正常的生产经营难以为继B.人们将多余的现金存入银行形成储蓄C. 人们开始拒绝使用货币，实物交易盛行D.货币制度接近崩溃，掀起商品抢购风潮
1032,"环境保护的程度是否有最优状态？    部分环保主义者认为，享有清新的空气和清洁的水是基本人权,因此无论代价多大，我们都应该尽力保护环境不被破坏。但经济学家却认为通过矫正税或可交易的污染许可证方式为清新的空气和洁净的水确定价格，污染的治理也要遵循边际利益和边际成本相等的原则，因此一个社会的最优污染量并不是越低越好。 问题：你认为环境保护的程度是否有最优状态？如果有，应该怎样确定？为什么？"
1033,提取折旧   老师，我不明白提取折旧是什么意思，你说留存收益是从利润中流出来一部分，那提取折旧有是什么，把公司的资产剥离出来一部分吗，在会计中，不都是需要每年计提一个折旧，这和那个有什么区别，另外为什么留存收益和计提折旧需要归到负债里面，就是你ppt所展示的
1034,请大家聊聊所观察到的现实中的规模报酬问题~  请大家举例说明哈~生活中、工作中、新闻里....
1035,哪项支出不计入当年GDP？  第一讲测验的第4题还想请教一下老师。题目如下：下列各项支出中不计入当年GDP的是A.二手房交易佣金.B. 二手房交易额.C.二手房交易的税收.D.自住房提供的居家服务.我认为应该选D，因为自住房提供的居家服务不进入市场交易，GDP不会反映。但是答案却显示我错了。想请教下老师这道题应该怎么选，理由是什么？
1036,"大学生理财投资的方向 1、确定自己的理财产品需求,一般来大学生的风险承受能力较低，闲置资金不多，缺乏理财经验，容易上当受骗；所以对应适合大学生的理财产品应该具有以下特点：风险较低、投资门槛低、平台可靠。2、购买基金.基金是很多人喜爱的一种理财方式，有条件的大学生可以尝试购买基金。基金的种类也有很多，可以在银行选择基金，也可以自己在微信、支付宝等平台上选择。注意评估风险。不要觉的理财离自己很远，其实它已经生渗透在我们生活的方方面面。大学时期是理财的关键时期，也是最容易出现分水岭的时期。如果你还没有足够的基金和能力，就先从日常生活做起，提升自己；有条件的话，多了解一些基金股票的信息是有好处的。"
