,content
892,看脸的世界（上）   针对你说的选总统都看脸，我觉得特朗普是个意外
893,长的不好看的怎么找男朋友
894,关于上课向老师提问  老师您好，我想在班上向老师提问题，但是上课环境又太压抑，我不知道怎样能打破这种状况，有很多时候我想到一个问题想去提问，但是话到嘴边又咽下去了。。。
895,勇敢去爱，不要怕被伤害    既然爱了，就勇敢去爱，问心无愧。这样我们即使被伤害，也有一个完整的体验。对于下一次总是有帮助的，我们有完整的能力去再爱一个人。
896,老师，谢谢您的人生分享    老师您的人生真励志，原来我们都是普通人，唯有经过努力拼搏才能成就精彩人生。
897,爱情是什么？你希望获得什么样的爱情？ 结合视频和自身体验，谈谈你认为爱情是什么？
898,如何去处理室友关系呢？
899,性格很矛盾，性格是天生的吗  我是一名初中的学生，从小就很爱面子，小时候发生一些事情有很多阴影，比如说看鬼故事吓得两三个星期都睡不着觉，到现在就是变成一个非常敏感，极端的人，我常常觉得这是遗传的问题，我总是想问性格是天生的吗。有看到网上说，就是性格是在3~6岁这个时期，形成的，性格是不是没办法改变了，我遇到一些小事心里都会琢磨半天，然后我确实也觉得有一种自恋的感觉，就是从初三开始心理就很矛盾，写数学卷子的时候我就会想，我会不会得第1名，明明自己水平很差，但是每次数学考试都会有这种想法，控制不住这种想法，即使知道这种想法是错的，然后我就很难过，我心里怎么会有这种想法，还有很多这类的例子，我就觉得我心里特别矛盾，不是一个特别纯粹的人.那么性格是天生的吗，可以改变吗
900,自我认知的重要性   认识自我是一条英雄之旅。好像自己到现在为止还没有真正的认识自我
901,一个人，一群人，好否？坏否？ 我是个爱笑的人，有时候，在生活中笑得有多开心，对身边的人就有多敏感。在上大学之前，我的朋友都是陪伴型的。一起学习、一起吃饭、一起逛街……上了大学后，我的朋友也是陪伴型的，不过却由一个人变成了一群人，也是一起学习、吃饭等。但是这一群人中，有一人，打心里不喜欢她。我感觉，我们之间有一条无法逾越的线，有距离感，亲近不起来，就像是一个熟悉的陌生人，认识，但不了解。有人说了，三个人的友谊总有人要落单，何况是五个人。最后，我觉着我是多余的，就变成了我先走。所以，一群人，只是看着热闹，其实内心深处不知道隔着多少沟？
902,疑问 沟通心理学和社会心理学的差别在哪里？
903,老师，自恋与自信究竟如何在心理的意义上划分一个明确的标准   老师您好，我在学校才加了某项比赛，经过了很长时间很艰苦的培训，偶然一次机会看到其他地区参赛的选手的表现，觉得与我们相比，他们很弱，我们很有信心拿下这个比赛，觉得其他对手已经没有什么威胁了，诚然我也知道骄兵必败的道理，但是在专业上面，很明显的能看出水平的强度，出来以后有人问我其他队怎么样，我说他们很不错，但是我认为我们赢定了，然后他就会说你这个人怎么这么自恋？那么老师，这究竟是一种自信的表现呢亦或是一种自恋？
904,所以自运行系统触发得多，言语逻辑系统更加的严密吗？  就相当于压力大了之后让语言得到更多的优化，从而让逻辑系统，包括意识更好？
905,害怕完全投入，最终却失去。  “一朝被蛇咬，十年怕井绳。”在初中还青春懵懂的年龄，对一份友情过多的投入了，但是对方可能并没有把我看得很重，之后转学了，也没有告诉我，突然就失去的友情，导致我到现在对待一份友情，都不太敢完全的放入身心，说服不了自己。
906,月亮与六便士 在《月亮与六便士》里我记得有这样一个结论，女人为男人付出，男人会感恩，而有时男人为女人无私的付出，女人却残酷的抛弃甚至行为的应对，怎么看待？
907,老师怎样正确对待自己或他人的坏情绪？
908,题目如下：1、你觉得自己是个异性恋者吗？2、你对同性恋者和双性恋者的态度是什么？ 3、你对跨性别者是什么看法？ 4、如果同性恋者在公众场合发生亲密关系（比如接吻、牵手等行为）你是什么态度？5、当提起同性恋这个词的时候，你是否会联想到艾滋病。6、如果你身边的好友（不是普通朋友）向你出柜，在今后的社交过程中你是否会刻意留心或避免关于同性话题的讨论，避免可能遇到的尴尬。7、你觉得同性恋在今天的中国算“弱势群体”吗？8、如果某一天中国对同性婚姻合法话进行社会投票，你会如何抉择？9、对于异性恋的男生，一些女生有“男闺蜜”（男闺蜜为男同）你对这种关系是如何看法？10、对于异性恋的女生，你希望有男闺蜜吗？11、对于10，如果你希望结交几个，那男闺蜜的什么属性让你对他产生喜欢（让广大男同胞学习一下，哈哈）？（开放题，可以选择答或者不答）
909,研究本能   打着研究的幌子去搞破坏，终于找到小时候玩具多次被拆的原因了
910,遗传会对人的行为产生影响吗？ 请大家结合课程内容和实例说明，遗传是否会对人的行为产生影响？如果会，又会产生怎样的影响呢？
911,自我监督   自我监督是需要制定明确的计划呢，还是只要心里边想着要成为一个什么样的人，然后一直用这种信念去约束自己？
912,积极的心理暗示对一个人的成长至关重要 心理暗示的作用，就在于诱导人们在主观上不知不觉地朝暗示的方向去靠近，左右人们的主观意愿和行动。积极的暗示不会让你迷失自己，用正确理智地思维处理问题。心理学家马尔兹说： “我们的神经系统是很‘蠢’的，你用肉眼看到一件喜悦的事，它会做出喜悦的反应；看到忧愁的事，它会做出忧愁的反应。” 当你习惯地想象快乐的事，你的神经系统便会习惯地令你处在一个快乐的心态。所以，我们只能输入积极的语言，比如，“在我生活的每一方面，都一天天变得更美好”、“我的心情愉快”、“我一定能成功”等，语句简洁有力，不要含糊、脱离实际及与人攀比。
913,温柔的陷阱  如何处理密友或哥们儿让你帮忙做决定的事情？如何甄别哪些是抉择？哪些是推卸责任？为何称在特定情境下责任可能变成一种“温柔的陷阱”？
914,见诸行动场景中，碰到李莫愁式的武功高强的人咋办？   李莫愁因为情伤，痛恨天下男人，杀戮无辜，如果在现实社会，对方能力、气场、体格、能量强大，利用心理学知识点破、提醒对方可能处于昔日重现情景于事无补，又无处可逃，还有其他策略吗？
915,没有能力恋人，怎么理解，为什么会没有能力恋人
916,旋律语调疗法是怎么回事？（讨论题）  1）旋律语调疗法的理论假设是什么？2）旋律语调疗法包含哪些步骤？
917,老师，您觉得性格可变吗？   记得我看过些像是心理性格分析的书，那里描述说人性格里动机是不变天生的，而后天能改变的只是行为。那里有好多例子，比如说一个原本内向的人，经后天训练变成表面上看似外向的人，而在他（她）在独处没事时，才明白理解自己并不外向，喜欢内向
918,怎么才能提出一个好的问题呢？ 虽然知道应该要自己先了解相关的知识，才能提出问题，但是有时候又会觉得自己提出的问题太简单了。
919,有时候在想，这种觉得遗憾，想挽留，但却又无奈的感觉。是太过重情义，太过感性，还是不能清楚地意识到社会的真实状态。该怎么去看待，该怎么去对待。如果看到这样的一种现象，如何去对那些身边慢慢的减少联系交流频率的人。
920,老师请问控制自己情绪首先要认知自己的原因是什么
921,现在真的有这个趋势，颜值即正义
922,如何达到生活与学习的平衡   学习之余需要处理好生活中的一切事务，如何更好地达到两者之间的平衡呢？
923,把他变成一种真实指的是？   最后老师说要得到幸福最好的就是将他变成一种真实，这个“他”指的是？最后一段和看面连接不起来，听不懂。
924,发表言论   作为一个大学生，上课还是不敢回答问题。有时候总想准备得很充分了再举手，可已经错过了机会。可我发现有的人准备的明明不如自己，还是大胆地说了。我又不想在没准备好时发言，怕别人觉得自己想的很浅，思维深度不够。很纠结
925,想着自己应该积极、应该乐观  想着自己应该积极、应该乐观；每每看到、听到幸福的故事，总会很羡慕，也很开心。但是却总是在听到悲伤的、悲剧的故事才会感觉，它离自己的心更近一点。
926,老师为什么农村人会把神经病看成凶神恶煞
927,心理不平稳怎么办
928,理性思考和感性思考  老师，我一直在锻炼自己面对问题进行理应思考，但是，还是常常被感性思考所左右，怎么办？有时候还挺苦恼的
929,如何看待现在的妈妈的育儿焦虑？        身边一些年轻的80后、90后母亲过分在意自己孩子的学习、，时刻关注老师的评价，孩子稍微一犯错，立刻发火，大声斥责，过分求全责备。对这个问题，大家怎么看？
930,所谓旁观者清，有时候自己都不了解自己
931,相处 团队中有的人工作总是在抱怨，有的人总是埋头苦干，作为一个新员工如何和老员工相处?
932,婚姻当中的冷暴力也属于潜意识中的攻击性和破坏性吗？
933,请教同学们，以上两种现象出现的心理动因是什么？现实原因又是什么呢？
934,怎么理解朋友之间的关系是一个“容器”？
935,您觉得不同文化与国家的创造力、个人的创造力之间有什么关系？  您觉得不同文化与国家的创造力、个人的创造力之间有什么关系？
936,野蛮分析家  1.首先，野蛮的心理分析家是在生活中，容易出现，当眼看见某一个人出现了符合我们从理论中学习到行为现象的呈现时，他们便会判定某人此时必定具有理论中所认识的心理状态；2.接着，我们来认识一下，“野蛮分析家"的思维误区。心理分析是一个非常依赖主体的过程，野蛮分析家的分析思维是由理论去认定实况。实际上，我们应该在实况中检验理论，以实际的个体出发，怀抱人本主义。但是不是就是说我们根本不需要去学习大量的心理学理论知识？不是的，一个心理现象的呈现，包含的内涵及层面是复杂的，也就是只有当我们拥有大量的理论基础，在心理分析过程中，我们才能更准确、更快速及敏锐地判断或理解现下的心理状况；                                                                                                                                                                       3，我們可以学习心理学，然后控制自己。
937,我是一名一年级的在读博士学生，我的研究课题有一部分想研究6-12岁（小学年龄）的儿童积极心理学，但是我并不是研究心理学领域的学生，请问您有没有推荐的书目可以让我去了解一下。
938,我现在几乎感觉自己放松就有负罪感没有好好学习 可是不休息我已经感冒头痛发烧难受的要死 我很痛苦 我不知道自己是怎么了
939,了解心理学到什么程度可以去调节他人心理有帮助？
940,学完这个课程，我们能否进一步认识自己，并运用到生活中 我参加这个课程，是因为想学一些关于沟通方面的知识，因为我与其它人讲话的时候有些害羞，不自信，我希望能慢慢改善这个情况
941,关于社交   不同的人有不同的性格，如何进行社交能够结交更多朋友
942,是人重要还是事重要？ 人重要还是事重要，人就是自我 生命 等。事比如事业，国事家事天下事等等。如果人重要 有人会说自私;如果事重要 是不是又过于执着
943,老师，如何提高自己的情商
944,关于自恋   自恋的人渴望得到别人的赞美，来获取自信，成为成长的动力，自恋的人不喜欢听到别人对自己说不好的话，所以自恋有两面性，得看对事物的看法，辩证分析。
945,关于不一样的恋爱   对于不一样的恋爱，我始终支持，不一样的恋爱也要被好好对待
946,青春期    青春期早恋应如何正确引导？
947,我做的对，我也会内疚 有时候我可能因为正常理由拒绝了朋友，之后就会陷入内疚，无理由的内疚，可能朋友也不在意，但是我自己就过不去。怎么改善呢。
948,家庭暴力   老师说发生家庭暴力的群体大部分发生在高知分子中，这个是有数据支持的吗？
949,中层管理者经常会遭到员工的无意识攻击，如何承上启下又不失原则
950,家暴只有零次和无数次有没有心理学依据?    很多人说家暴只有零次和无数次的区别，被家暴了一次肯定还有很多次，同理，出轨也是无数次和零次的区别。这样的说法有没有心理学方面的依据呢？
951,不知道自己的发展方向怎么办
952,如何看待自信，自恋与自卑？
953,我问他以前在我面前展示的是不是都是一个想展示在我面前的样子，他说是，我开始担心万一我是喜欢他展示在我面前的那个他，而不是真正的他呢。在感情里面，我很胆小，我怕自己受到伤害，遇到了自己感觉可能受到伤害的的事情的苗头，我就会变得锋利起来，开始疑神疑鬼，也开始躲避。
954,为什么付出总是没有回报？   很喜欢一个人，平时走的也很近，可是他却选择了一个学长，我好难过，对爱情很失望，我们还应该走那么近吗？她说我们之间只有纯友谊，可是，男女真的有纯友谊吗？要是只是纯友谊，为什么我会那么难过？那么不舍？
955,为什么邪恶如此这般地吸引我们?
956,从理性和乐观这两样东西怎么来理解？
957,总是关键时刻不知道怎么表达，不知道拒绝    老师，在很多关键的时刻总是觉得自己没有办法好好表达，虽然知道别人说的不对，但是自己却不知道该说什么，或者在别人说话的时候自己不知道怎么回答，比如同事把工作推给我的时候，明明知道他是故意的不想干，可自己就是不知道怎么拒绝，工作也干了，心情也很不好，觉得自己很没用
958,罗辑思维跟不上    就是感觉跟别人谈东西的时候当时想不到，等过后想到了也晚了。怎么办老师，是不是我自己不够认真。
959,自卑这种心理严重吗  我现在是大一的学生，感觉很自卑，什么都不如别人，也很怕在大众场合说话，这种该怎么办
960,可能我的心理由是冰到极点又会自然升温，性格慢慢又恢复了正常，积极的去参与学校的事情，才走出来。心理学就是生活，有时候生活上不懂的事情，通过心理学也能洞悉到行为中的潜意识，提前预防或者给自己缓解压力，是一个很好的方式。感谢老师的讲解，很受用！
961,如何与比较不照顾别人的室友相处？   我的室友每天都要和男朋友或者家人煲电话粥，以正常音量说说笑笑，但是我会在寝室学习，有点打扰到我。熄灯后声音会小一点，但是如果我们不出声不会主动挂断电话。【平时相处是我帮她她不会说谢谢，更不要指望她帮我。所以关系只是点头之交，很苦恼，不知道该怎么开口。
962,谢谢老师，我更明白了何为朋友 记住朋友对你的好，忘记你对朋友的好
963,出现次数还是颜值重要？    这个出现次数的实验并不严谨，喜不喜欢最后还是看颜值
964,老师，是人格决定能力，还是能力决定人格，还是两者都有干扰。
965,感觉无法和别人沟通  我同学有点微胖 她觉得自己很胖 不能接受自己这么胖 但是一直吃一直吃控制不住 又胖又难受  晚上睡不着 表面上看上去很开心 但是内心害怕和别人沟通 怎么办呢
966,沟通 学习这门课程对于我和客户的沟通，能起到多大的作用
967,和同学有矛盾 有同学不喜欢我但我不知道原因，我该怎么做，问过了他也不说。
968,应该怎么做个独立的女生
969,怎么样成为孩子们的朋友呢   除了对他们多点耐心 怎么样才能与孩子们相处融洽呢？不想让他们一直缠着自己 还想和他们好好相处
970,看脸的时代  看脸的时代啊
971,心理健康是指那些方面 1、身体、情绪十分协调；2、适应环境，人际关系中彼此能谦让；3、有幸福感；4、在职业工作中，能充分发挥自己的能力，过着有效率的生活
972,建立良好的社会关系。 学会人际交往，他人的情感，换位思考。把个人的问题加以情绪化，人际交往过程中要学会尊重他人。
973,想问一下男生 我和我朋友关系特别好，高中的时候所有人都说他喜欢我，可是他自己从来没说过，高中毕业以后五年再次相聚，他依然用之前的眼神看我，饭桌上觥筹交错，不小心抬起头看到他，就刚好在看我，可是他从来没有跟我说过喜欢我，也从来不积极主动找我，关心我，我喜欢他性格温柔，可是只是温柔，他的学历什么的我都不在乎，可是他从来不说喜欢我，前几天我看到一个女孩每天给他留言，我说那个女孩喜欢他，他不信，后来在一块了，没多久就分了，我感觉他是不是不喜欢我，要不然怎么会找其他人，可是他为什么之后见我还是以前的眼神，25岁了，一直不想将就，就喜欢老实实在踏实上进温柔的男生，可是这样的男生又都太老实，像木头一样，你们如果有喜欢的女生，如果是特别好的关系，会表白吗，是不是越喜欢的人，越不会轻易说出口
974,心理学是研究人性的弱点的吗
975,性欲 中华文化上下五千年，受传统文化的影响，中国人对性、性欲几乎是闭口不谈的，羞于启齿，特别是女性。
976,最后一个自恋的例子，老师我不太明白  最后一个自恋的例子，没有听明白。那个女孩，向周围人征求意见为了证明自己的选择是正确的，是一种自恋。如何理解？我希望周围的人肯定找到合适的人的我，希望别人肯定的是我。所以这是一种自恋。是这样的吗？是不是一种健康的自恋？如何理解？不健康的自恋，损害了别人的权利和自由。其实别人觉得不合适，你非要说合适？这个咋理解？老师能点拨一下吗？
977,这是不是她自私还是我自私？  最近遇到烦心事，家里面想用一下他的银行卡，但她不帮。家里又不会害她，如果害她那还不是害我，我感觉她很自私。有时感觉老婆像母老虎，有时又觉得她还是好，能听自己，这是哪种我的软肋    还用说嘛？我的软肋是穷。
978,老师，我是同性恋，特别迷茫和难受   老师，我是同性恋，我特别想有自己的孩子，我也时常特别迷茫，觉得这个社会没有我们这类人的休憩之所，过去我的目标只是考大学，现在我不知道干什么，到了一定年纪我没有结婚周围的人自然就会发现我的不同，而且同志之间的感情那么脆弱，我真的好想有一个人能一直陪伴我。我时常不知道该努力什么，我觉得未来遥不可期而且充满了不确定性与来自他人异样的眼光，我好害怕，好无助。我真的好害怕别人知道，而且父母也不理解，我真的不知道以后该怎么办了
979,约拿情节是因为害怕失败丢脸吗？约拿情结和自卑有关吗？ 老师，各位小伙伴，我思考这个问题想了半天。1，害怕成功为什么？是因为害怕失败之后丢脸吗？怕达到成功之后找不到下一个方向？（我思考了一下自己，我很大程度应该是就不相信自己会成功，那就是自卑）2，根据第一条，可以说约拿情节和自卑或多或少有关系吗？
980,抑郁症    身边有朋友突然说她有抑郁症，平时看得很正常的人，怎么就抑郁了呢。有人说大部分人心理问题都来自童年生活，这个怎么理解。
981,性格内向，不善于表达自己   我从小就性格内向不善于表达自己，有时候明明是对方错了，确让他们反驳的我做的不好
982,如何与领导相处    在与领导的相处中，是否要保持清晰的界限，该如何自处？
983,大学里与舍友一些观点不同，要融入她们吗
984,因为误解和猜疑用言语伤害了喜欢的人  因为误解和猜疑，我用言语伤害了喜欢的女生，当时她说无比的讨厌我。之后我开始反思，想要弥补，但是我们之间的关系再也会不到之前的无话不说了。内心非常后悔和愧疚，无意识的不断重复当时的场面，想要挽回。怎么办，同学们。
985,紧张 站在讲台上会不自觉的颤抖，总感觉大家都在看着我，脑子一片空白，无法把想说的东西说出来。感觉自己很怂，有没有什么方法可以解决
986,"""自运行系统""说的""美男丑女""色彩  这里，""美男丑女""色彩是指我在看这部分视频课时产生的诸多不适感，即无意中美化男性、丑化女性的态度。社会变化太快，反观当今社会，男女关系的很多方面，其实并非如老师所说。我觉得这不是由于我个人的神经过敏导致的，所以我提出我的看法，供大家讨论。疑点一:女性通过口腔咀嚼(主要是唠叨)缓解压力和焦虑。""唠叨""一词带有负面的感情色彩。即便是出于简单易懂的目的，也不合适。尤其是老师专门用在女性身上，难道男性就不""唠叨""吗？绝对不是。""唠叨""不是女人的专利。疑点二:购物是口腔运动的另一种实现方式。"
987,越到喜欢的人往往会退缩。
988,感受性    发展人感受性的主要方式是什么，生活实践吗
989,如果你身边的朋友出现抑郁甚至想自杀的情况，你们会怎么做呢？
990,性格是个人对现实的稳定态度和习惯化的行为方式，是后天的，是个体在活动中与社会环境交互作用的产物，反映了人的社会性，与行为的内容有关，故有好坏善恶之分，有道德评价意义。可塑性较大。
991,爱情最多的是包容，不能以貌取人。
992,总有很多想做的事但是一但付诸行动，却又无法坚持，该怎么办   有时总有很多想做的事，并且自认为是该做的、对自己帮助很大的事，但是一但付诸行动，却又无法坚持，并且总会想尽办法安慰自己，请问为什么？该怎么办？
993,记忆的过程  请问编码成功了一定会存储吗？
994,老师，长得丑怎么办？
995,上课内容太多是不是也算认知吝啬    我有同学她一个上午，8-12点都上同一门课，感觉好辛苦，我觉得这会不会信息量实在太大，很难做到有效的接受。
996,谈恋爱要顺其自然嘛  谈恋爱要顺其自然嘛
997,太自卑该咋整 因为太怕做错而啥都不敢做的该怎么办
998,高职院校存在个项心理问题如何解决      老师您好：我从教于某一高职院校，有一个身边的学生对学习不感兴趣，对学校的规章制度也漠视，他的班主任找他聊过，但是就是对什么事情也提不起来兴趣，这种现象，他的班主任应该如何做呢？
999,最后反倒是我看那些所谓的诗人的一句话，如截图。可是这个答案我还是不满意，所以来这发帖子询问诸位同学的意见。
1000,恋爱 男女从恋爱到结婚需要正视的问题有什么？两个性格完全不同的人可以走到最后吗？
1001,为什么我面对突发问题时，一瞬间总是不知道如何表达好？
1002,心理沟通   沟通能化解矛盾
1003,相反的吸引力 难道不是人的虚荣心在作祟吗？
1004,遇到互相认识但不熟的人不想说话怎么办，怎样的沟通才有效？
1005,自信的作用有没有必要强调？  晓文老师您好，这里关于自信只是有一个事例我有点迷惑。我大概能看到自信与实力其实没有什么关系，即便极度自卑，也不会影响我的实力发挥。我想提的例子是著名演员巩俐。在我看来，巩俐的成功很大一部分来源于她的自信，甚至可以说，她的自信就是成功的一部分。这让我不禁迷惑，难道真地可以通过自信取得成功？
1006,如何劝家人多爱自己一点    爷爷奶奶养育一代又一代的孩子，自己又不舍得吃穿，我和他们沟通过几次，向他们表达出要把爱分给自己一些，年纪大了多照顾自己，儿孙自有儿孙福，少操心，但是没啥用啊。各位有什么好方法吗
1007,求解答    请问老师，我宿舍有人因为妒忌我得奖学金，而见人就挖苦的人，这种人是什么心态，他一会儿怨舍友早上叫其他的起床不叫他（他经常旷课的叫了他好多次没去，其实也有叫他起床只是他不想起），有时候还嫌弃别人，说话总是带刺，喜欢说别人坏话，不准别人说自己一丁点不好的，请问这是什么心里现象，我该怎么做?
1008,不敢去爱   经历过很多，付出的真心总是被视而不见，没有回报之后，就不敢再去用力爱。这样的结果会让自己浅尝辄止，永远无法获得真正的幸福。可是，无止境的付出，只为了让自己凭借自己的努力去获得一段完整的爱，归根结底不也是想要有所回报吗？感觉结果和浅尝辄止的没多大区别
1009,因救火幸存下来的消防员心中的内疚怎么释怀呢？
1010,自我的觉醒  自救的人才能得救。自己要先有自省的意识，不逃避问题。
1011,在网络上话多，在现实中话少怎么办？  在qq、微信等社会软件上特别活跃，但在现实中见了面就一句话都不说了。这是什么原因呢？该怎么去克服呀？
1012,好想知道婆媳关系如何处理，内心有点恐惧面对这样的关系。
1013,怎么处理耿耿于怀的感情    我们最开始是他追求的，交往两年因为异地恋而结束了关系。他是我的初恋，我不知道该怎样处理。看到男生做的某件事就会想起他
1014,情感危机   现在认识一个女孩，想要交往她，想和她前期做朋友，就相处了一个月了，以前的每天跑步，一起出来玩都很正常。五一送她回家，本以为她在家里会很忙，也就没怎么聊天，每天也就两三句话，现在她回学校了，我发现我们的关系变得好陌生，就像是她在故意疏远与我的距离，平时玩游戏也不喊我了，可能我不会玩吧。再想约她很难很难。。我了解她存在一个追求者，现在仍追求她，但前段时间的日子让我认为，他们结束的。。现在看来自己是不是搞笑了。。。。也可能胡思乱想，但现在好累好累，聊天都能推迟回复了，不应该是她忙，而是回避我吧。。。
1015,如何与非常有优越感的人相处
1016,如何走出心身陷阱呢？ 思想的改变在一段时间内得不到现实的支持，很难继续坚持改变下去啊。
1017,听着听着怎么感觉向卜卦似的？ 先天之数，应于万物。易象之数，得其卦变。有点梅花易数中成卦的先兆。
1018,拔尖创新人才的成长规律
1019,冲突不一定是坏事   组织中是需要适当的冲突（语言冲突）的，冲突可以带来活力，搅屎棍也是可以有价值的。
1020,如何将自己对心理学的认识运用到群体心理学当中去？   一个人单独和在群体之中的心理是很不同的，而我们大多数的时间是在群体活动之中的。那么我们如何将我们对心理学的认识较好的融入到群体心理学当中去呢？
1021,群体无意识与乌合之众 老师，听您讲解的群体无意识有点像乌合之众，乌合之众就是群体无意识的行为表现吗？
1022,拳头对抗的有效性   但是拳头对抗是最直接最有效的，无论是个人还是国家团体。白热化阶段总是以冲突和战争的输赢定论。
1023,请用自己的话说说什么是“SQ3R”学习法。
1024,后来的后来——学习中建议注意的问题  1、未必体验完整就必须表达完整2、解读概念和事件时，通过直觉培养灵感，但不用直觉轻易做结论。从每个个案中提取问题逻辑和捕捉潜意识冲突，首先驱散的是”神秘化”而回归问题本身3、办法重要，分析同样重要。再大的冲突，只要允许被讨论，破解的答案就可能隐藏其中。无法一一答疑，因为任何一个灵魂都无法被复制却必须得到尊重(未必对，仅供参考)……
1025,该不该和他搭讪    喜欢的人如果每天看起来很忙过得很充实 让你觉得跟他说话就耽误他的的时间 那还应该搭讪吗
1026,老师，请问怎么优化自己的语言逻辑系统？怎么锻炼激辩反应能力？ 老师，请问怎么优化自己的语言逻辑系统？怎么锻炼激辩反应能力？
1027,如何分析醉酒者的行为？请老师指点   生活中，喝醉酒的人会表现出多种状态，有的醉酒者会大哭大笑，有的甚至会打老婆或者打其他人，有的见人就跪，还有的言语比平时要多很多，如何用心理学知识来来分析他们的这种状态?
1028,非心理学专业的学生可以学这个课吗   没心理学基础，感觉自己作业作答都很不专业
1029,提问 如何真正的让人爱我，而不是被我控制。我感觉没听课之前，我不知道这是控制，以为是自己对别人的好，我会做家务煮吃的各种，也会收拾。但现在看来好像是对方因内疚而听我的话。
1030,我觉得自己没话和喜欢的姑娘聊怎么办？ 就是自己觉得没话聊，很尴尬，尬聊自己都受不了，我是那种严重偏于理性思维的人，又是比较严肃认真的那种，又不会说啥俏皮的话，都是认真分析解答问题的那种，让我找话题太难了
1031,怪癖型人格  老师您好，您在讲犯罪人格和变态人格时提到，怪癖型人格障碍与犯罪人格关系不大，但是为什么很多罪犯都是在犯罪之前都有某些怪癖，在日后这种变态心理逐渐严重，然后导致犯罪的呢？
1032,对象他总是否定你的认知，你说的他总跟你较真到底！   曾经分手的理由是他觉得跟自己认知上又不同，就是你认为的一些，他觉得你是在抱怨他，
1033,关于男人女人的自运行系统，如果有的女孩子平时也抽烟喝酒    关于男人女人的自运行系统，如果有的女孩子平时也抽烟喝酒，这是不是也是她的一种减压方式？如果不爱说话的女孩子，是不是有别的减压方式？
1034,如何正确认识自己的心理性别和性取向呢？    感觉目前主流的媒体大都不支持宣传“同性”或“跨性”的内容，而且许多人对于自己的心理性别和性取向并没有足够的、正确的认知。有的人可能就是受环境的影响觉得自己是异性恋者，实际上却不是。社会的传统认知将男性特质与女性特质划分得界限清晰，而在实际生活中，并不是所有的人都符合这个特质，一定程度上可以说，性别这个观念是后天人为形成的，那么，我们如何去正确地认识自己的心理性别和性取向呢？
1035,听完之后我还是没有懂什么是“内疚强迫性重复”，请教！ 是我自己思维有点乱，不太能跟着老师说的走，所以没听太懂。。。。
1036,关于这个男人的自运行系统，“老虎式小宇宙”，具体是怎么缓解焦
1037,自恋 自恋是不是活在自己的世界里
1038,脱单需要可以的进行么，凭缘分是不是更好
1039,怎么判断自己或者自己的上级是不是奶妈式管理呢？    当然自己目前初入社会还是个新人，但是很想判断自己的管理方式和上级的管理方式是属于什么类型，是不是奶妈类型的？
1040,老师我有两个关键性的疑问   第一个问题是：这个多巴胺是能让吃巧克力的人对异性产生吸引力？还是吃完后看异性时觉得对方更顺眼了？       第二个问题是：一见钟情是两个人互相都看中了对方，还是只有自己对异性一见钟情，对方没看中我。
1041,怎样聊天   性格内向不知但怎么和异性聊天‘盯着别人看都把别人看的不好意思了’
1042,其实还想问个问题，有些女性在交往的时候非常不讲礼貌不尊重人，显得有很高的"自尊"，如何在保持适当自尊的时候又体察别人呢
1043,谢谢你，老师！    我最近跟一个朋友关系很微妙，在紧密和破裂的边缘，这句真的是太及时了谢谢！！如果不想失去这个朋友，请记在朋友对你的好，忘记你对朋友的好。
1044,备胎之如何避免    老师我想问一下怎么才能不被人当作备胎？
1045,以前的我不太喜欢被别人理解，但现在觉得让别人发现自己很有意义
1046,多元无知   老师您所说的群体无意识是否和多元无知相似。他人在场，责任分散 是否就像在人口众多的情况下，单个人要承担责任就减少，都抱有不确定性的看法时，最可能觉得别人的行为是正确的。
1047,如何在生活中避免成为一个野蛮分析者呀
1048,最好的异性朋友    我和有很多异性朋友，都玩的很好，外人看来我们是情侣。有时会想如果我们成为情侣会是怎样的
1049,提问 曾经有个同学刚转入我们班时，我感觉他一个人太孤独了，为了让他尽快融入班集体，我就去问他：你的字很好，能帮咱们班写记者稿吗？他答应了，但是后来他和别人说我的这种行为高高在上？我感觉十分生气，因为我是想让他快点融入班集体的。这种情况属于什么情况？
1050,谈谈你对情绪的ABC理论的理解    结合视频内容，谈谈你对情绪ABC理论的理解。
1051,我怎样才能脱单啊   近在身边的看不上，偶然邂逅的又不敢去追。
1052,如何卸下不良的防御机制？   老师，您好。按照弗洛伊德的观点，童年对一个人的成长有着巨大的影响，即使长大后生活的环境相比童年有所好转，但是童年所造成的一些阴影依然存留在心中，并且这种阴影逐渐在受影响人心中形成一些防御机制，不断地阻断现实中可能造成的一些结果。为了防止自己再次受到伤害，所以拒绝了一切可能性，而且这种拒绝的可能性是被意识到的，但是其背后的深层原因很难被这个人意识到，并否认这种负面机制的存在是不正常的。在这种情况下，如果如何走出来，去卸下这种机制，回归一种正常的生活状态和心理状态？
1053,关于心里内疚 有人认为男生比女生更容易内疚，但有的人认识相反，如何看待？
1054,到底要不要行动呢   老师讲到acting out，见诸行动，如往事如昨，昨日重现，那到底是什么样的行动呢，到底要不要行动呢？
1055,为什么我是这样的人  老师我不知道我是不是异类啊，我喜欢一个人，感觉他哪都好，把生命给他我都愿意，一旦他表明不喜欢我，我头都不带回的，有时候会很伤心、有时候伤心都不会，等他回过神感觉到我的好，十匹马都拉不回来那种、就是我喜欢久很喜欢，放手就洒脱到自己都害怕，我是不是神经病啊
