,content
851,3.4 董监高的忠实勤勉义务是否包括保守商业秘密和遵守竞业禁止？   《公司法》第一百四十七条第一款规定：“董事、监事、高级管理人员应当遵守法律、行政法规和公司章程，对公司负有忠实义务和勤勉义务。”那么：（1）董监高的忠实和勤勉义务中是否包括保守商业秘密以及遵守竞业禁止？（2）如果包括，董监高辞职后，是否仍需要保守商业秘密和遵守竞业禁止？（3）如果不包括，请说明理由。
852,交易定型化体现的原则为？   单元测试第四题交易定型化体现的原则是什么，我选择的是提高交易效率原则。因为我觉得交易定型化可以缩短交易磋商过程，节约磋商成本，促进交易迅速达成，从而提升交易效率。虽然定型化交易可以带来相同的法律效果，看似与交易公平相关，但我认为交易公平强调的是特定交易主体之间的竞争公平，市场经济下应当赋予商主体更多的自由，不同的交易，应该由各主体灵活选择交易方式，不需要法律预先设定。
853,"如何建构一个较完整的知识产权法的体系化认识并完善认知缺陷？  21世纪是一个知识经济时代，知识产权制度在社会经济生活中的作用越来越重要，甚至可以成为影响市场优势大小的一个重要量度，完善的知识产权法律体系是保证国家、个人权益的基础。自改革开放以来,随着市场经济的发展、中外贸易的正常化以及新技术的挑战,我国知识产权法律体系日益完备，但仍存在一些问题，目前我国知识产权法律以单行法的形式出现，《专利法》、《商标法》、《著作权法》等分别对涉及专利、商标、著作权等权利进行了界定和规范。这就不可避免地带来了共性的内容重复规定以及在权利范围、保护标准、举证责任等方面的规定中存在交叉和冲突等问题。同时，分散立法又导致责任制度不统一， 目前，我国各知识产权单行法由不同的部门分别起草，这种分散立法的状况不可避免地产生知识产权单行法之间在法律责任制度上的不协调问题。以对知识产权保护意义最为重大的民事责任为例，我国著作权法具体规定了承担民事责任的方式，而专利法、商标法、反不正当竞争法没有规定承担民事责任的方式，而且每一种责任方式如何适用也不够明确，从而也直接影响到执法活动及其效果。完善知识产权法体系，任重而道远。"
854,关于中世纪商法的发展 为什么在中世纪的时候商法能得到一次比较好的发展？但是此时又是教会所统率的时代
855,现有技术抗辩与宣告专利无效的区别？  被诉侵权的主体在进行抗辩时，可以提出现有技术抗辩，也可以请求宣告原告的专利无效，这两种方式有什么区别？
856,讨论题2   2. 婚姻法所调整的人身关系和继承关系，两者之间的关系如何？
857,创业项目的合法性识别 创业项目合法性识别是不是得先了解各行各业的法律法规啊？
858,知识产权与所有权   为什么所有权没有期限？知识产权有期限？
859,不公开审理  像涉及商业秘密这样的可以申请不公开审理的案件中，申请主体可以有哪些？申请程序又是怎样的？
860,网络购物问题 网购中，由于某些原因，消费者在接到商品后，商品实际存在瑕疵，但因为没有及时检查而错过了7日无理由退换期。消费者完好保存，不存在毁坏商品的行为。此时消费者该怎样维权？
861,4.4 合同违约方能否主张解除合同？ 2016年7月31日，甲电影公司与乙公司签订了《租赁合同》，约定乙公司将某商业中心三楼S-XC001号商铺出租给甲电影公司，并约定了租金的标准及交付时间。同年8月13日，乙公司收到郭某泉以甲电影公司名义交纳的保证金及装修按金。后乙公司向郭某泉出具电影院场地位置移交确认书，将涉案场地移交给郭某泉。2017年5月25日，租赁场地在天马电影公司装修期间被断电。同年9月，郭某泉以此为由向乙公司发出《暂停支付租金通知书》，要求暂停支付租金。2018年8月6日，甲电影公司收到乙公司以甲电影公司迟迟不能开业等为由发出的《解除租赁合同通知书》。2018年9月6日，甲电影公司诉至法院请求确认乙公司提出的解除《租赁合同》行为无效。诉讼中乙公司提出反诉，请求法院确认双方的合同关系已于2018年8月6日解除。 问题：合同违约方能否主张解除合同？
862,关于履行中的第三人031   假如A和B之间存在债权债务关系，A、B、C约定B对A所负担的债务由C履行，后C未适当履行债务，此时应该B还是C是责任人呢？我认为下面两个观点都有可取之处。（1）三方之间的约定应理解为A同意B将债务转移给C承担，B与C之间成立了债务转移关系，C应承担债务未适当履行的责任；（2）三方之间的约定应理解为C同意A、B关于乙所负债务由C履行的约定，B与C之间是替代履行关系。那么此时三方之间的约定到底是什么性质呢？
863,抢夺还是抢劫 甲强逼刚学会下象棋的乙与自己下棋，谁输就给赢者100元。乙输了一盘，给了甲钱，不下了要走，但甲持刀威胁乙又下两盘，再赢乙200元。甲的行为是抢劫还是抢夺？
864,我觉得测验中的题目有问题。  题目是：股东的有限责任是指股东在任何情况下都以其出资额为限对公司的债务承担有限责任。其实不是股东以出资额为限对公司的债务承担责任。是股东以出资额为限对公司承担责任，公司以全部的财产对公司的债务承担责任。这样表述更准确，因为公司企业法人。所谓的法人就是一个人，是法律虚拟出来的人，股东以出资额为限对公司承担责任，这个责任就是你要向公司出资，这个出资的过程是所有权的转移，公司就能形成最原始的法人财产。公司是企业法人，相对于股东来说，公司就是别人，股东把资产给了别人（公司）获得的对价是股份。别人（公司）以自己的名义对外开展业务，欠了债，当然和股东没关系了。
865,不作为行为中的事实案例    怎么能说“石某对他妻子有抚养的义务”呢？这个说法是不对的吧。抚养不是只能是长辈对晚辈的吗？那石某和他妻子这算什么？
866,直接证据和间接证据  直接证据和间接证据，是按照民事诉讼证据与证明对象的关系来划分的。所谓直接证据，就是能够直接证明证明对象的证据。例如，结婚证，可以直接证明夫妻关系；房产证，可以直接确定房屋的所有权；借据，可以证明双方当事人的借贷关系等等。所谓间接证据，就是指不能直接证明案件的事实，但能和其他证据联系起来，共同证明和确定案件事实的证据。 间接证据在民事诉讼中有着非常重要的作用。首先，间接证据可以作为调查研究整个案情的向导 。其次，间接证据可以鉴别直接证据的真伪。第三，几个间接证据联系起来的证明效力，就可以相当于甚至超过一个直接证据的证明效力，所在在证明案件的事实时，间接证据是直接证据的有力助手和可靠的佐证。
867,普通合伙企业问题   如果普通合伙企业失败了有负债，使合伙人一起承担还是发起人主要承担？如果合伙人中有人承担不起这么多负债怎么办
868,知识产权法律制度发展进程和社会知识产权意识的关系   我个人认为现在中国社会人们的知识产权意识还算是比较薄弱的，这是否主要是因为中国的知识产权法律制度目前尚处于起步阶段？
869,询问未成年人 询问未成年人，必须有法定代理人在场规定，则通知法定代理人与其他成年人在场是先后顺序?还是规定只要有成年人在场就行？
870,QQ空间照片构成现有设计中“公开”的认定标准 梁某某于2012年4月13日向国家知识产权局提交了名称为“椅子（YS-1202A）”的外观设计专利申请，并于2012年7月25日获得授权（专利号：ZL201230107822.1）。2016年4月15日，梁某某的代理人向大先生家具公司（下称大先生公司）公证购买了被诉侵权产品椅子。大先生公司确认被诉侵权产品是其制造、销售、许诺销售，但抗辩称被诉侵权产品使用的是现有设计，不构成对涉案专利权的侵犯。大先生公司于二审期间提交的公证书记载，在名为九龙优胜办公家具的QQ空间，在“2012年最新产品”相册内有与被诉侵权产品椅子外观相近似的照片，注明的照片生成时间为“2012年04月02日18：07”，右侧显示为“所有人可见”，在该QQ空间“说说”一栏内有QQ主人的多条留言，如“2012年4月6日：2012年的新产品图册已经发至各位的邮箱，请注意查收！”“2012年3月31日：展会结束，祝新老客户生意兴隆！”等。该QQ空间持有人为林某某，系九龙公司区域经理，梁某某为九龙公司的法定代表人。梁某某认为，林某某的QQ空间属于公司内部资料，未向公众公开，且大先生公司没有证据证明QQ空间照片在专利申请日之前处于对公众公开的状态。梁某某请求法院判令大先生公司停止被诉侵权行为，并赔偿经济损失10万元。广州知识产权法院认为：由于产品照片、宣传图册等证据的形成时间无法确定，不足以证实相关产品照片形成时间早于涉案专利申请日，故对大先生公司提出的现有设计抗辩不予支持。一审判决大先生公司停止侵权，并赔偿经济损失5万元。大先生公司不服一审判决提起上诉，并提交了QQ空间照片新证据。广东高院认为，现有设计是指申请日以前在国内外为公众所知的设计。在专利侵权纠纷中，被控侵权人有证据证明其实施的设计属于现有设计的，不构成侵犯专利权。在本案中，由于QQ空间照片发布时间早于专利申请日，该照片对所有QQ用户可见，已构成了为公众所知，且该照片与被诉侵权设计相近似，大先生公司提出的现有设计抗辩成立，其行为不构成对涉案专利权的侵犯。故二审法院撤销原审判决，驳回梁某某的全部诉讼请求。在以QQ空间发布的照片作为现有设计抗辩的证据时，抗辩人往往只能提供其在应诉取证时该QQ空间照片的公开状态，而不能直接追溯和证明该照片在发布时的公开状态，因此，QQ空间照片的公开时间点成为案件争议的焦点和难点。此外，在QQ空间上发布的照片，对所有QQ用户可见，是否属于专利法意义上的公开，如属于，是何种类型的公开
871,关于消费者组织    生活中除了消费者协会还有哪些消费者组织呢？许多大学里面都有权益墙或者权益服务部，这些算消费者组织吗？
872,法律 向老师问一个延展性问题：法律是不是只能由全国人大及其常委会制定？谢谢
873,同时履行抗辩权和后履行抗辩权的意义是什么？  请在认真阅读页面上的法律规定、老师讲解和参考资料的基础上思考：法律规定同时履行抗辩权和后履行抗辩权的意义是什么？也就是说，在当事人主张同时履行抗辩权，或者后履行抗辩权的时候，能不能同时向对方主张违约责任？
874,鉴定意见、专家辅助人意见、学界主流观点在裁判中的地位比较
875,热案四     2019年3月15日美国法院判决苹果每部终端需向高通赔偿1.41美元！ 未来双方是战是和？该案源于2017年的一起诉讼。2017年7月6日，高通公司以苹果公司侵犯其3件专利权为由，向美国加利福尼亚州南区联邦地方法院提起诉讼，要求苹果公司赔偿经济损失等。庭审中，美国加利福尼亚州南区联邦地方法院陪审团认定，苹果公司的iPhone7、7Plus、8、8Plus和X侵犯了高通公司的两件专利权（专利号：US8838949、US9535490）；苹果公司的iPhone 8、8 Plus和X侵犯了高通公司的一件专利权（专利号：US8633936）。法院判决苹果公司应为专利侵权行为向高通公司支付自2017年7月6日提起诉讼至庭审结束期间的损害赔偿3100万美元。其中，针对专利号为US8838949的专利，苹果公司的每部终端应向高通公司赔偿0.44美元，针对专利号US8633936的专利，苹果公司的每部终端应向高通公司赔偿0.55美元；针对专利号为US9535490的专利，苹果公司的每部终端应向高通公司赔偿0.42美元。因此，法院认定，针对上述3件涉案专利的侵权行为，苹果公司的每部终端须向高通公司赔偿1.41美元。在该案中，美国加利福尼亚州南区联邦地方法院陪审团认定，针对3件专利的侵权行为，苹果公司的每部终端应向高通公司赔偿1.41美元。由于双方一直未能就专利许可费达成一致，该案判决对于双方的其他诉讼，以及双方关于专利许可费的谈判会有一系列影响。小伙伴儿，伴随此案尘埃落定，对于高通公司与苹果公司为代表的手机未来专利大战，你有何预见？为啥总是硝烟弥漫呢？
876,国家不应该是国际商事关系的主体吗？
877,是否消费者，大家来识别？   赵某从4Ｓ店购得小轿车一辆，并登记在自己公司名下。平时，赵某在工作和日常生活中都在使用该轿车。后因该车质量问题发生争议。请问赵某是否属于《消费者权益保护法》中的消费者？
878,如何看待奔驰女车主引擎盖上维权？       近期，西安奔驰女车主花66万购买奔驰车一辆，提车当天，在将新车开往加油站的路上发现车载电脑提示需加注机油，事后发现该新车存在发动机漏油的情况。4S店认为该车已经交付用户使用，只能适用《家用汽车产品修理、更换、退货责任规定》，对该车进行三包。而车主认为4S店未尽到对汽车的PDI检查，由于新车并未使用就出现质量问题，显然不能适用三包，而应直接更换质量合格的汽车。由于多次交涉未果，女车主便坐在店内汽车引擎盖上哭诉维权。维权视频经网络传播，迅速引起相关部门和社会公众的广泛关注。在各方压力之下，最终奔驰4S店与女车主和解，和解内容为：（1）更换同款的奔驰新车，但依旧贷款购买；（2）全额退还已支付的“金融服务费”1万余元；（3）奔驰邀请该车主参观奔驰位于德国的工厂和流水线等；（4）赠送该车主十年“一对一”VIP服务；（5）为女车主补办生日（农历），费用由奔驰全额支付。此后，多地出现消费者效仿奔驰女车主维权方法，甚至发生了购房者坐烂开发商沙盘、拍烂展车引擎盖等极端案例。对于这一网络热点事件，你如何看待引擎盖上维权的做法？如果你是女车主，你会选择如何维权？
879,奔驰以前类似车主被收取金融服务费能否赔偿   在奔驰女车主受到金融服务费赔偿后，一时激起千层浪，多相同的类似车主涌入4s店要求返还金融服务费，请问他们是否可以受到赔偿？消费者可以使用什么样的方法实现这种大规模相似赔偿？
880,你如何理解不安抗辩权？    如题。可以只选择不安抗辩权的某一个方面来说一说，但是无论如何不能只复制法条放在下面，而没有自己的话。
881,如何理解刑事诉讼法的“小宪法”之称  刑事诉讼法素有小宪法之称，请说说你对该提法的见解。
882,声音商标   如何保护声音商标，与其他类型的商标保护是否有不同之处？
883,作业疑问   该题中的c选项，张某为限制行为能力人，符合强制指派中的“尚未完全丧失辨认或控制自己行为能力”。我不知道为什么法院不可以强制指派？谢谢老师
884,讨论题2   2. 你对我国民法典的编制方法有什么看法？
885,关于视频中的“巡回法庭”   老师，请问视频中提到最高人民法院设立两个巡回法庭是不是缺漏了呢？而且视频中的配文似乎也多打了一个”两个“。
886,AI技术加持的影视剧所涉及的侵权问题 前段时间随着AI概念的大火，网络上流传出一段将《射雕英雄传》中的黄蓉角色利用AI技术换脸成杨幂的视频，这对于《射雕英雄传》的发行方而言，是否在影视剧所有权上构成了侵权？滥用AI技术对书籍、影视作品、歌曲等文化产品进行人为改造，不论其用途与改造目的，是否已经构成对于版权方侵权？对于这种“变形”方式，由于其传播范围的广泛性与受众群体的复杂性难以确认侵权人的，所有权人如何维护自己相关利益呢？除事后发布公告声明，又如何进行事前预防呢？对于网络上可供下载的大量视频素材又该持何种态度？
887,当“黑人牙膏”遇见“黑人蚊香”，一场纠纷就此开始。  近日，广州知识产权法院就黑人牙膏品牌持有人好来公司起诉杜某彬、黑人公司、发昌公司与易初莲花公司著作权侵权上诉案作出二审判决，认定杜某彬、黑人公司、发昌公司共同制造、销售的蚊香产品外包装上印有的黑人头像形象图案侵犯了好来公司对引证图案享有的信息网络传播权，判决撤销广东省广州市白云区人民法院此前作出的一审判决，改判三被告立即停止侵权，并赔偿好来公司经济赔偿共计50万元。（来源：中国知识产权报）
888,同人小说是否构成著作权侵权呢 同人小说很多情况下是用原小说相似的情节进行再创作。但是现在出现了许多原著与同人小说之间的纠纷，最出名的就是金庸与江南关于《此间少年》的诉讼，那么有着大量相似情节的同人小说究竟是对原著的支持还是构成了侵权呢？
889,外卖问题。  定外卖过程中，如果在预定了外卖。派送人送的过程中话说外卖送到了。购买找接听了电话，同意放外卖在指定的位置，等待购买者去取外卖。购买早去取外卖的时候，发现外卖不见了。这时候，能不能根据消费者合法权利进行维权，这时候的维权对象的主体是外卖派送员还是商家？
890,人数不确定代表人诉讼裁判的效力如何？
891,著作权合理使用制度  数字化背景下，著作权人会对自己的数字作品采取版权保护措施以维护自身利益，但是该措施很有可能会只是公众对该作品合理使用不能，那么版权技术措施和合理使用制度是否冲突？
892,合伙企业的设立一定基于书面协议吗？不是口头也可以吗？
893,“尊重和保障人权”的含义   刑事诉讼法中所保障的人权主体是指？
894,住宅自由权  我身边有一个例子，农村家的房子，我们和隔壁邻居都是两层楼的那种楼房，隔壁邻居原来的厨房位置由于安全问题重新翻修了，修好之后就成了一个平方，从他们那边就可以一步跨进我家二楼阳台，从而进入我家，之前邻居住在家倒无所谓，现在邻居家房屋已被征收，房屋所有门窗已被其他人员拆除进行利用，主体结构并未拆除，无论是小偷还是其他人员都可以经过他家的二楼平方跨进我家，请问老师这算不算侵犯了我家的住宅自由权？如果我家因此而被小偷偷盗或者发生其他安全事故，请问该找谁进行维权呢？
895,第六讲 第一题问题表述有错，请纠正  中国人李某（女）与甲国人金某（男）2011年在乙国依照乙国法律登记结婚，婚后二人定居在北京。依《涉外民事关系法律适用法》，关于其夫妻关系的法律适用，下列哪些表述是正确的？（2013年司考真题）A.婚姻对他们婚前财产的效力问题，适用乙国法B.婚后李某是否应改从其丈夫姓氏的问题，适用甲国法C.婚姻存续期间双方取得的财产的处分问题，双方可选择适用甲国法D.双方是否应当同居的问题，适用甲国法.这是单选题，但是题设问的是哪些选项，表述有错，请纠正
896,关于犯罪中止的两个疑问    1。视频7.3说在火车开来之前主动把火车道上的石头移开不算犯罪中止，但是投毒后如果把饭倒掉主动防止对方吃下就算犯罪中止。我觉得这俩是一个道理，都应该是犯罪中止呀。2。某天晚上甲抢劫看似矮小瘦弱的乙，但当乙把外套一脱，甲才发现乙其实浑身肌肉，之前是天太黑没看清（哈哈）。这时候甲如果放弃抢劫，算不算中止？还是算未遂？甲可以说是因为不想跟乙战斗而放弃的，而不是因为打不过放弃……
897,“第三人”如何理解？另外，无效合同谁有权主张？如何主张？
898,关于拘传，执行风暴（一档节目）里面的拘传怎么解释呢？ 东南卫视（福建省）推出了一档名叫执行风暴的节目，在节目中对不执行审判结果（比如说审判结果出来了，要求被告还钱，但是被告一直拖延的）的当事人进行拘传，把他们强制带去了法院。这是不是一种适用的错误？因为拘传应该是在审判过程中，对必须到庭的原告被告适用的。
899,消费者购买奔驰新车遭遇发动机漏油最新进展   双方已经达成和解。涉案4S应该得到什么惩罚？
900,有独立请求权的第三人和无独立请求权的第三人之间的区别
901,罪刑均衡原则不讲吗？
902,严惩视觉中国 切掉知识产权市场的毒瘤 一个宇宙黑洞引出了一个行业黑洞。保护知识产权，才能有更多更好的原创作品，这已经成为社会共识，我国也在不断强化知识产权保护的法制和监管体系建设。视觉中国以能奈我何的嘴脸，把法务做成销售，一头侵犯原创者的合法权益，一头又对使用者进行维权敲诈。
903,申诉的机关有哪些？  “向有关行政机关申诉”，有关机关有哪些？
904,关于法官的问题    老师，您好！学习完法官等级后，有以下疑惑：法官确定等级的参考因素有很多，是一但确定等级就不会有变化，还是经过一段时间重新考核确定等级？问题2：在法官内部评级中能否从基层一级法官到中级四级法官，如果能的话，相应的所在法院是否会变化？是直升还是其他方式？
905,我国知识产权审判全面施行技术调查官制度，你怎么看？           4月27日《最高人民法院关于技术调查官参与知识产权案件诉讼活动的若干规定》（以下简称《规定》）26日发布。根据《规定》，在审理技术类知识产权案件的人民法院将施行技术调查官制度，旨在充分发挥技术调查官对有效查明技术事实，提高知识产权审判质量效率的积极作用。  《规定》以北京、上海、广州知识产权法院近年来开展技术调查官制度试点工作取得的经验为基础，明确了技术调查官作为审判辅助人员的身份定位，对技术调查官参与知识产权案件诉讼活动的程序、职责、效力、法律责任等方面作出规定。《规定》明确，人民法院在审理专利、植物新品种、集成电路布图设计、技术秘密、计算机软件、垄断等专业技术性较强的知识产权案件时，可以指派技术调查官参与诉讼活动。
906,民法总则 第六章民事法律行为 注意区分一下：要约、要约邀请的拘束力；合同成立的拘束力；合同生效的拘束力。民法通则相关规定，民法总则第6章的规定。民法总则 第六章民事法律行为.docx(下载附件 14.73 KB)。这部分内容是整个合同效力一节所有小组任务都会涉及到的。
907,诉讼时效   根据现行法律之规定，诉讼时效经过的法律后果是抗辩权发生主义，而非胜诉权消灭主义。所以视频中关于诉讼时效法律效果的说法是错误的。
908,老师，能不能通俗的解释一下什么是犯罪客体，不太懂
909,民法的适用范围是:在空间/时间和对人的适用范围.可是答案提供的是:民法在时间上的适用范围和民法对人的适用范围.有疑问
910,商标权的登记主义与使用主义  我国商标法在商标权的发生问题上采取的是登记主义但也部分吸收了使用主义的优点。请说明有哪些。
911,“DAY DAY UP”与“天天向上”是近似商标吗？ 湖南卫视出品热播娱乐栏目《天天向上》，将“DAY DAY UP”这一“中式英语”搬上了荧幕。而围绕着“DAY DAY UP”与“天天向上”，却产生了一场是否构成近似商标的纠纷。近日，北京市高级人民法院在一份判决中针对上述问题给出了答案。法院认为北京飞牛科技有限公司（下称飞牛公司）的第22683352号“DAY DAY UP”商标（下称诉争商标），与长沙喜玫瑰家居用品有限公司（下称喜玫瑰公司）的第7681658号“天天向上”商标（下称引证商标）不构成使用在同一种或类似服务上的近似商标，原商标评审委员会（下称原商评委）对诉争商标予以驳回的决定最终被撤销，且被判令重新作出决定。　　据了解，诉争商标由飞牛公司于2017年1月19日提出注册申请，指定使用在不动产代理、不动产出租、融资服务、艺术品估价、经纪、保险信息、担保、典当等第36类服务上。　　经审查，商标局以诉争商标与引证商标构成使用在同一种或类似服务上的近似商标，决定对诉争商标的注册申请予以驳回。飞牛公司不服商标局所作驳回决定，随后向原商评委提出复审申请。　　根据中国商标网显示，引证商标由喜玫瑰公司于2009年9月8日提出注册申请，2011年1月14日被核准注册，核定使用在不动产代理、资本投资、艺术品估价、经纪、保险、担保、典当等第36类服务上。　　2018年6月14日，原商评委作出复审决定，以诉争商标与引证商标构成使用在同一种或类似服务上的近似商标为由，对诉争商标的注册申请予以驳回。　　飞牛公司不服原商评委所作复审决定，继而向北京知识产权法院提起行政诉讼，主张诉争商标与引证商标在整体外观、呼叫和含义等方面存在差异，未构成近似商标，且诉争商标经飞牛公司大量长期的宣传和使用，已与该公司形成唯一对应关系，在指定使用的服务上具有较高知名度，加之诉争商标对应品牌提供的服务具有特殊性，消费者具有较高的注意程度，诉争商标与引证商标共存不会导致相关公众产生混淆误认。　　经审理，北京知识产权法院认为，诉争商标“DAY DAY UP”由3个完整独立的英文单词组合而成，并非英文中的固定搭配或固定句式。而按照英文语法习惯，引证商标“天天向上”的英文对应翻译应为“make progress everyday”。因此，诉争商标与引证商标在整体构成、呼叫、含义等方面均不相同，二者在同一种或类似服务上并存不会导致相关公众对服务来源产生混淆误认，未构成使用在同一种或类似服务上的近似商标。综上，法院于2018年9月13日作出一审判决，撤销原商评委对诉争商标的注册申请予以驳回的复审决定，并判令其重新作出决定。　　原商评委不服一审判决，向北京市高级人民法院提起上诉称，在日常生活中，相关公众容易将诉争商标“DAY DAY UP”翻译为“天天向上”，与引证商标在含义等方面相近，二者构成近似商标。　　北京市高级人民法院经审理认为，诉争商标“DAY DAY UP”的英文单词组合并非固定搭配或固定句式，虽然原商评委主张日常生活中存在将“DAY DAY UP”翻译为“天天向上”的情形，但其并未提供相关证据予以证明，不足以认定这种不规范对应翻译已经成为我国相关公众广泛接受的习惯用法。因此，诉争商标与引证商标在整体构成、呼叫、含义等方面均不相同，在同一种或类似服务上并存不会导致相关公众对服务来源产生混淆误认，二者未构成使用在同一种或类似服务上的近似商标。综上，法院终审驳回原商评委上诉，维持一审判决。（来源：中国知识产权报）
912,案件事实要如何确定？ 欢迎同学们结合视频所学内容展开讨论！
913,请问老师针对宪法是否可以直接适用   齐玉苓和罗彩霞案都是在当时引起比较大的舆论。对比两个案件，其遭遇基本一致，均由被告以侵犯姓名权为手段，进而侵犯其教育权。案件不同之处在于受案范围不一样。导致两个案件判决相差很大。第一齐玉苓案因涉及宪法中规定教育权有关问题，在当时法院寻求最高人民法院做出司法解释。最高人民法院就此案的批复。因此山东省高级人民法院直接引用宪法第46条和最高人民法院批复和民事诉讼法的有关规定。认定了其教育权受到侵害。第二罗彩霞案件作为齐玉苓案的第二，完全可以依循齐玉苓案的先例。但是不幸的是临时非同往日，那份最高人民法院的批复自2008年12月24日被废止。所以罗彩霞案的受教育权并没有认定为侵害。针对此类现象我们应该如何解决呢？因为根据宪法规定，只有全国人民大会才有权对宪法进行解释。而只有最高法院才有权请求全国人民大会进行其解释。针对各省的不同情况，全国人大现在能不能进行具体的解释呢？涉及宪法的案件，能不能在最高人民法院设立单独的审判庭呢？专门就涉及宪法的案件进行审理。当然考虑到实际困难，最高人民法院宪法独立审判庭可以赴各省进行开庭审理。不一定要在最高人民法院开庭。也可以在其他法院开庭。前提是最高人民法院的宪法委员会的人员进行审理。不知老师怎么看
914,关于平等   老师讲到企业里边需要有一定比例的残疾人，那公务员中有没有规定这样的岗位呀？这样是不是更能体现人文关怀和平等呀？
915,恶意抢注商标问题   为什么恶意注册的商标不受法律保护，但是仍然有很多公司可以专门通过抢注商标再和其他公司打官司，靠拿和解费来生存呢？
916,自然法    自然法的标准是不是永恒不变的？
917,关于“网络虚拟财产”的基础知识可以通过百度了解，也可以阅读一下“富文本”附件中的论文。
918,我想询问一下老师   公交色狼的刑事处罚有啥标准？今天我朋友坐公交被摸屁股了，我想知道这类信息！
919,讨论撤诉与缺席判决  大家讨论总结与对比什么情况下可以撤诉，什么情况下可以缺席判决？
920,关于“谢绝自带酒水”条款   老师您好！部分商家“谢绝自带酒水”这一规定争议很大。它限制了消费者携带酒水的权利，也有强制消费的嫌疑。但另一方面，从五月花饭店爆炸事件来看，这一条款出于对安全的考虑，也有一定道理。然而，如果所有的商家都采用这一条款，必然不利于消费者。我认为，消费者可以自带酒水，若造成了严重后果，应由消费者承担责任。以上拙见
921,商家本应承担的服务另外收费是否合理  在网上订购蛋糕时，商家告知应另外购买保温箱，否则蛋糕可能会融化。但既然消费者已经支付了配送费，保证蛋糕的品质不是商家应该负责的吗？要求另外购买保温箱是否合理？
922,关于犯罪未遂与中止问题    10  行为人在实施犯罪行为的过程中，因其意志以外的原因而被迫停止犯罪的，其行为构成（  ）A.犯罪既遂   B.犯罪中止   C.犯罪预备  D.犯罪未遂。参考答案是 B.犯罪中止。个人认为是 D.犯罪未遂
923,抢劫罪、抢夺罪与盗窃罪区别  抢劫罪、抢夺罪与盗窃罪在司法实践中怎么区分？请同学们发表高见。踊跃参与讨论。
924,管辖 甲与乙签订房屋租赁合同，后因此发生纠纷，由房屋所在地法院管辖。
925,对于一个向全世界的公开发布的照片全世界是可以使用的，对于视觉中国的盲目“主张权利”“维护权利”行为是否违法或者违规？
926,刑事诉讼法的制定与修改    李老师在本节课最后指出：刑事诉讼法的制定与修改只能由全国人大及其常委会来进行。但《中华人民共和国立法法》 第七条：  全国人民代表大会和全国人民代表大会常务委员会行使国家立法权。 全国人民代表大会制定和修改刑事、民事、国家机构的和其他的基本法律。全国人民代表大会常务委员会制定和修改除应当由全国人民代表大会制定的法律以外的其他法律；在全国人民代表大会闭会期间，对全国人民代表大会制定的法律进行部分补充和修改，但是不得同该法律的基本原则相抵触。
927,哈工程表白墙属于侵权吗    最近空间里的哈尔滨工程大学表白墙改名为马家沟轮船造修学院表白墙
928,"法律与正义的关系？  中国古代墨家强调“天”，天即无私、公正,古罗马法学家乌尔比安认为“法学是关于正义与非正义的学问”，自古以来，很多法学家都认为法律和正义密切相关，但也有人认为法律和正义没有必然联系，英国法学家奥斯丁主张恶法亦法，法理学只研究实在法，不考虑法律本身的好坏，那法律和正义是否真的存在某种关系，如果存在,那又是一种什么性质的关系呢？"
929,现场搜查   侦查机关现场搜查时，是否要求全程录像？
930,有关取保候审 外国人可以做取保候审的保证人吗？
931,有效合同   在签署合同以前如果甲方是有民事行为能力的，而在签署合同以后才丧失民事行为能力的，那么该合同是否有效?
932,视觉中国下架违规照片后续问题 继上周网络曝光视觉中国公司的非法盈利照片后，该公司已经暂停网站运营，进行整改，下架了一大批违规照片。那么之前支付给该公司违规照片支付过版权费用的买家是否可以起诉公司，所要赔偿金呢？赔偿金额会高于当时的版权费用么？
933,除权判决   请大家讨论一下，什么是除权判决，以及申请除权判决需要哪些条件。
934,视频那个植入广告   现在各大app包括综艺都有广告植入美其名曰金主爸爸但是却严重影响观众观剧心情，这是侵犯消费者权益了吗。充会员就可以选择跳过广告这样算是绑架消费吗
935,比例原则   老师您好，请问比例原则中的必要性能否取代均衡性？
936,老师，请问什么是“法的现象”，和法律现象怎么区分？
937,如何评价小米 AI 专利申请 684 项，超过华为全球排 11 位？  小米集团副总裁、小米技术委员会主席崔宝秋发布微博称“小米在AI上的投入巨大，专利数从去年的排名85升到了现在的11。”随后，小米集团CEO雷军转发了他的微博表示，小米在AI领域申请专利684项，全球排在第11位。
938,三包对消费的规定有漏洞么   奔驰买车一公里漏油，三包规定只能换发动机，明显不公平，这种有效么
939,对世性    请问知识产权的对世性弱于物权的体现是什么？
940,老师您好   国际条约和宪法典的效力哪个高呢？
941,你对消费欺诈职业打假行为怎么看？   你对消费欺诈职业打假行为怎么看？支持还是反对，还是有条件的支持。提示：你可以运用本课程教授的资料查找方法，通过百度搜索相关新闻报道，也可以通过“中国裁判文书网”搜索相关案例，提出自己的见解。
